Policy Number,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Premium payment
163886,C,48,3,M,Married,13,59,0
166911,B,17,3,F,Married,7,297,0
112512,B,28,3,M,Married,11,268,0
165882,C,48,3,F,Married,5,104,0
189180,A,5,3,M,Single,15,401,0
169405,C,43,3,F,Married,6,111,0
131281,C,50,3,M,Married,1,430,0
109003,B,18,3,M,Married,1,473,0
179421,B,16,3,F,Married,6,302,0
176553,A,1,3,M,Married,15,239,0
146859,B,35,3,M,Married,4,534,1
120582,B,7,3,M,Married,7,341,0
157495,B,23,3,M,Single,6,495,0
198752,B,15,3,M,Married,13,310,0
191589,C,47,3,F,Married,9,91,0
124963,B,42,3,F,Married,7,326,0
106213,C,47,3,M,Single,3,81,0
165809,B,31,3,M,Married,8,344,0
127083,A,7,3,F,Married,15,238,0
108301,A,0,3,F,Single,11,682,1
179570,B,10,3,F,Married,2,605,1
178149,B,26,3,F,Single,12,399,0
120448,B,15,3,M,Married,10,339,0
160413,B,29,3,F,Married,10,319,0
147889,B,33,3,M,Single,8,439,0
159872,C,44,3,F,Married,2,518,1
119843,A,4,3,F,Married,11,169,0
122166,B,14,3,F,Married,2,376,0
106049,A,8,3,M,Married,9,682,1
197963,C,51,3,F,Single,8,252,0
163644,B,9,3,M,Married,13,316,0
122093,A,6,3,M,Married,10,582,1
187488,A,7,3,F,Single,6,764,1
107732,B,29,3,F,Single,12,358,0
131083,B,13,3,M,Married,1,431,0
100609,A,4,3,F,Single,3,1141,1
182805,C,46,3,M,Single,13,83,0
106850,A,6,3,M,Married,10,441,0
154189,B,19,3,M,Married,5,602,1
130703,B,11,3,F,Married,10,371,0
101407,B,29,3,M,Married,5,392,0
150876,B,38,3,F,Married,8,325,0
111976,B,33,3,M,Married,8,350,0
169741,B,16,3,F,Single,5,735,1
183731,B,21,3,M,Married,3,401,0
113505,B,8,3,M,Married,2,603,1
169562,C,45,3,F,Single,10,134,0
124875,B,17,3,F,Married,0,626,1
140920,A,0,3,M,Single,0,995,1
152008,C,49,3,F,Single,13,16,0
162454,B,16,3,F,Single,2,770,1
196428,C,46,3,M,Married,9,281,0
188100,A,2,3,M,Single,15,505,1
151512,C,47,3,M,Single,6,301,0
176291,A,0,3,F,Single,14,446,0
161194,B,14,3,F,Married,3,568,1
140215,C,42,3,M,Single,14,217,0
145777,A,0,3,F,Single,14,563,1
196053,C,41,3,F,Married,6,226,0
128683,C,45,3,F,Single,13,133,0
140656,A,0,3,M,Single,12,715,1
176288,B,42,3,F,Single,10,380,0
154848,B,26,3,F,Single,15,429,0
145754,B,32,3,F,Single,3,619,1
120169,B,41,3,M,Married,8,374,0
169084,A,4,3,M,Single,14,404,0
151564,B,18,3,M,Married,10,412,0
143519,C,43,3,M,Single,2,86,0
110315,B,15,3,F,Married,8,343,0
163533,A,6,3,F,Married,13,166,0
193615,C,45,3,M,Single,10,45,0
145651,A,1,3,F,Single,15,480,0
192270,C,49,3,F,Single,15,206,0
160811,A,2,3,M,Single,13,820,1
195171,C,45,3,M,Married,2,53,0
178693,A,7,3,M,Single,8,685,1
101728,A,0,3,F,Single,11,302,0
139207,B,6,3,F,Married,4,425,0
102346,A,0,3,M,Married,14,298,0
166018,B,7,3,M,Married,6,374,0
159787,A,4,3,M,Single,13,663,1
114999,A,6,3,M,Married,6,612,1
181894,A,0,3,M,Married,14,585,1
188055,A,6,3,F,Single,15,490,0
171930,A,3,3,F,Single,9,705,1
128481,C,51,3,F,Married,10,295,0
113622,C,50,3,M,Single,14,58,0
118576,A,3,3,F,Married,7,387,0
190856,B,23,3,M,Married,4,554,1
155004,B,17,3,F,Single,9,340,0
150503,B,31,3,M,Single,2,880,1
122379,A,5,3,F,Married,11,218,0
116433,B,14,3,M,Single,4,916,1
152317,A,4,3,M,Single,9,1266,1
131801,B,41,3,F,Married,6,344,0
141030,A,0,3,M,Married,15,515,1
115585,C,50,3,M,Married,6,200,0
176116,C,52,3,M,Single,7,346,0
191073,A,0,3,M,Single,14,1017,1
134726,A,0,3,F,Single,14,383,0
186429,B,27,3,F,Single,11,262,0
176964,C,47,3,F,Married,8,291,0
196942,B,8,3,M,Single,14,389,0
109807,C,45,3,F,Single,9,384,0
142396,B,9,3,M,Married,3,594,1
110177,B,30,3,M,Single,14,316,0
111787,A,0,3,F,Single,6,417,0
105249,C,39,3,M,Married,10,263,0
112202,B,12,3,M,Married,10,317,0
143609,C,42,3,F,Married,7,283,0
193954,B,14,3,M,Single,11,422,0
132312,A,3,3,M,Married,12,704,1
126538,C,50,3,F,Single,14,139,0
113718,C,48,3,M,Married,14,16,0
141672,A,8,3,M,Single,14,343,0
100458,C,49,3,F,Single,11,128,0
109517,B,28,3,M,Single,8,455,0
196895,A,2,3,F,Married,9,488,0
108466,C,44,3,M,Single,13,429,0
138414,A,5,3,M,Single,11,985,1
125126,A,2,3,M,Single,6,1093,1
137414,B,25,3,M,Married,3,574,1
137880,A,5,3,F,Single,14,208,0
100303,A,4,3,F,Single,2,713,1
155863,C,45,3,F,Married,15,211,0
108944,B,15,3,F,Married,10,273,0
123965,C,42,3,F,Married,12,142,0
131356,B,9,3,M,Single,10,465,0
162806,A,7,3,M,Single,13,571,1
189016,C,47,3,F,Married,4,97,0
102852,A,0,3,F,Single,11,614,1
116000,B,31,3,F,Single,2,498,0
161852,A,0,3,F,Married,1,544,1
109147,B,10,3,F,Married,12,318,0
120281,A,8,3,M,Married,6,842,1
196457,C,45,3,M,Married,9,295,0
197242,B,35,3,M,Married,0,473,0
152506,B,37,3,F,Married,14,260,0
191922,A,7,3,M,Single,8,1036,1
127818,B,10,3,M,Single,13,444,0
114351,B,23,3,M,Single,11,410,0
122469,A,2,3,M,Single,13,553,1
106690,B,11,3,F,Single,8,364,0
158673,B,18,3,F,Single,12,419,0
195078,A,0,3,M,Single,7,584,1
100956,A,4,3,F,Married,7,426,0
155472,B,36,3,F,Married,13,336,0
133893,B,28,3,F,Married,14,305,0
133124,C,47,3,F,Married,14,86,0
110823,B,10,3,M,Married,3,537,1
143119,C,48,3,M,Married,6,194,0
132911,A,4,3,F,Married,5,448,0
101286,C,51,3,F,Married,14,217,0
186434,A,5,3,F,Married,7,415,0
164774,B,27,3,M,Single,11,404,0
122169,A,0,3,F,Married,2,507,1
136266,C,48,3,M,Single,4,470,0
104633,B,37,3,M,Single,9,486,0
142057,A,0,3,M,Married,12,377,0
150335,B,9,3,F,Single,3,662,1
170833,B,14,3,F,Married,3,425,0
190637,A,0,3,M,Married,9,499,0
197814,B,37,3,M,Single,11,250,0
133972,C,50,3,F,Single,9,319,0
197110,A,2,3,F,Married,11,167,0
172278,B,34,3,M,Married,7,355,0
179034,C,43,3,F,Married,9,267,0
187115,B,25,3,M,Single,2,669,1
173914,B,33,3,M,Married,3,631,1
170065,C,47,3,M,Married,8,37,0
154566,A,4,3,F,Married,10,320,0
161095,B,10,3,F,Single,13,131,0
108024,B,29,3,M,Married,15,285,0
180198,B,25,3,M,Single,2,438,0
150326,A,0,3,M,Single,12,652,1
184954,B,40,3,F,Married,6,366,0
137337,B,29,3,M,Single,9,444,0
185414,B,9,3,F,Married,6,365,0
181343,B,37,3,F,Married,10,326,0
193505,C,48,3,M,Married,15,111,0
132196,A,0,3,F,Married,15,190,0
120106,B,10,3,M,Married,13,126,0
193963,C,50,3,M,Married,14,225,0
180278,A,6,3,M,Married,1,603,1
181099,A,0,3,M,Single,14,1120,1
185951,A,1,3,M,Married,11,252,0
112760,C,48,3,F,Married,6,72,0
171816,A,0,3,M,Married,13,193,0
129660,B,28,3,F,Single,8,380,0
102507,A,6,3,M,Single,14,278,0
174143,B,12,3,F,Married,11,231,0
191411,C,45,3,M,Single,9,225,0
148211,C,51,3,F,Married,7,157,0
150215,B,9,3,M,Single,8,470,0
163552,B,10,3,M,Married,13,181,0
108069,B,18,3,M,Single,13,239,0
155835,B,38,3,F,Single,4,460,0
105601,A,0,3,F,Married,12,124,0
197903,B,35,3,F,Single,4,690,1
110623,B,26,3,M,Married,5,512,1
122896,C,46,3,F,Single,13,206,0
117458,A,0,3,F,Single,6,801,1
136454,C,48,3,M,Married,2,447,0
151376,C,39,3,M,Single,14,157,0
122508,C,39,3,F,Married,12,220,0
101944,B,10,3,F,Married,1,408,0
116562,B,35,3,F,Single,13,317,0
158823,B,41,3,M,Married,0,380,0
162790,B,24,3,F,Married,0,604,1
102209,A,0,3,M,Married,15,236,0
100420,B,7,3,M,Single,9,523,1
125098,C,43,3,M,Single,9,80,0
195462,C,46,3,F,Single,11,199,0
177322,B,24,3,M,Married,1,531,1
161558,B,31,3,F,Single,0,430,0
164167,A,1,3,M,Married,13,338,0
112903,C,46,3,F,Single,5,441,0
124671,B,27,3,M,Single,3,669,1
116997,B,38,3,F,Single,10,364,0
134062,B,9,3,M,Married,12,337,0
154299,B,18,3,M,Married,7,413,0
198232,C,51,3,M,Married,4,341,0
156478,C,45,3,F,Single,6,82,0
166932,C,42,3,M,Single,14,30,0
119241,B,19,3,M,Single,1,790,1
118811,B,22,3,M,Single,4,885,1
195678,C,50,3,F,Married,0,228,0
199430,C,49,3,F,Single,9,100,0
136718,C,47,3,F,Single,1,257,0
140338,A,2,3,F,Single,5,549,1
142652,A,4,3,F,Single,14,495,0
141568,A,6,3,M,Single,11,582,1
157731,C,48,3,F,Married,5,483,0
181066,A,0,3,M,Married,15,369,0
160147,B,24,3,F,Married,9,372,0
126987,A,4,3,M,Married,11,401,0
198440,B,36,3,M,Single,12,330,0
134286,A,0,3,M,Single,15,571,1
154000,C,47,3,F,Single,14,170,0
137600,B,31,3,F,Single,9,447,0
115714,C,46,3,M,Married,2,330,0
111160,C,51,3,F,Single,13,82,0
118463,B,32,3,F,Married,15,172,0
193616,C,43,3,F,Married,3,64,0
164524,A,7,3,F,Married,15,215,0
109726,C,46,3,F,Single,11,183,0
177319,C,52,3,M,Married,12,353,0
121593,A,3,3,M,Single,6,879,1
174093,B,17,3,M,Married,7,334,0
151097,C,50,3,M,Married,11,282,0
137141,B,17,3,F,Single,11,318,0
103755,B,15,3,M,Single,2,847,1
190492,B,34,3,F,Single,10,442,0
178609,A,2,3,M,Married,11,691,1
180891,A,3,3,F,Married,6,253,0
104458,B,22,3,M,Single,4,834,1
128644,C,42,3,F,Single,7,141,0
103872,A,5,3,M,Married,15,431,0
108553,A,1,3,M,Single,0,1299,1
130806,A,2,3,M,Married,12,432,0
144911,A,6,3,M,Married,10,439,0
100664,C,41,3,M,Married,13,325,0
146455,B,28,3,M,Married,11,331,0
159261,B,14,3,M,Married,4,658,1
178087,A,0,3,F,Married,13,126,0
108673,A,6,3,F,Single,13,310,0
184589,A,0,3,M,Single,13,1097,1
104955,A,5,3,F,Married,11,164,0
109414,C,43,3,M,Married,6,36,0
135642,A,8,3,M,Single,12,563,1
148603,B,28,3,F,Married,6,341,0
145560,A,6,3,F,Married,12,259,0
198244,B,21,3,M,Single,6,475,0
133629,A,0,3,M,Single,11,1094,1
147254,C,40,3,F,Single,7,124,0
176615,A,0,3,F,Single,9,404,0
188935,B,8,3,M,Married,6,381,0
174342,A,7,3,M,Married,3,659,1
153986,B,39,3,M,Single,9,475,0
131109,B,20,3,M,Single,7,447,0
121036,A,4,3,M,Married,3,813,1
119795,B,16,3,F,Single,7,410,0
197934,C,49,3,F,Single,0,505,1
151023,B,33,3,F,Single,0,587,1
142927,C,53,3,M,Married,5,372,0
155457,A,4,3,F,Married,11,294,0
189837,B,36,3,F,Single,6,472,0
160150,C,50,3,M,Married,7,220,0
104425,B,35,3,M,Single,3,496,0
177206,A,4,3,F,Single,15,186,0
176764,B,8,3,F,Married,7,275,0
101145,B,27,3,F,Single,9,389,0
116323,A,7,3,F,Married,15,236,0
139039,A,0,3,F,Single,3,872,1
126335,C,43,3,M,Married,7,36,0
191440,B,38,3,M,Married,8,334,0
196539,B,16,3,F,Single,7,464,0
125152,B,28,3,F,Married,12,254,0
113202,C,40,3,M,Single,2,444,0
134970,B,22,3,M,Single,6,427,0
154373,B,39,3,M,Single,10,512,1
103993,B,33,3,F,Single,9,377,0
144105,B,31,3,F,Married,2,594,1
157339,A,7,3,M,Single,15,502,1
192402,A,0,3,F,Married,11,219,0
157407,A,1,3,F,Married,9,458,0
171548,A,0,3,F,Single,0,1079,1
114779,C,50,3,F,Single,0,64,0
192539,C,47,3,F,Single,9,321,0
186477,A,4,3,F,Single,11,658,1
192777,B,30,3,M,Single,2,697,1
156809,B,22,3,F,Single,4,749,1
141692,B,35,3,F,Single,9,402,0
154248,B,21,3,F,Single,9,411,0
161620,A,7,3,F,Married,13,125,0
190272,C,48,3,F,Single,0,52,0
161133,C,41,3,F,Single,1,430,0
121389,B,15,3,F,Single,2,764,1
135562,C,44,3,M,Married,9,81,0
120745,B,36,3,M,Married,9,401,0
155514,C,42,3,M,Single,0,404,0
112204,B,37,3,M,Single,7,564,1
194451,B,17,3,F,Married,8,346,0
197203,C,39,3,F,Single,0,209,0
133704,C,51,3,F,Single,3,627,1
195235,A,5,3,F,Married,11,292,0
107673,B,8,3,M,Married,4,398,0
140198,A,3,3,M,Married,12,403,0
144571,B,22,3,F,Single,6,341,0
174974,A,1,3,M,Married,15,242,0
127480,A,7,3,F,Single,14,517,1
102292,A,8,3,F,Married,11,378,0
177758,C,44,3,F,Single,10,52,0
164235,A,0,3,F,Married,11,166,0
161155,B,6,3,M,Married,1,637,1
121810,C,51,3,M,Single,3,155,0
122581,C,47,3,F,Married,4,45,0
171613,B,37,3,M,Single,4,921,1
191346,C,49,3,F,Single,3,352,0
147389,A,5,3,F,Single,7,731,1
128144,B,33,3,M,Married,7,358,0
150949,A,6,3,F,Married,14,240,0
114359,C,43,3,M,Single,12,143,0
154729,A,3,3,F,Married,11,183,0
160668,C,42,3,F,Married,14,124,0
170217,B,34,3,M,Married,10,354,0
169651,B,26,3,M,Single,1,478,0
170704,A,1,3,M,Married,12,342,0
162873,C,42,3,M,Single,14,319,0
190084,C,48,3,M,Married,15,208,0
136016,B,12,3,M,Married,6,364,0
124485,B,29,3,M,Married,6,407,0
149283,C,52,3,F,Married,7,173,0
188422,A,0,3,M,Married,2,746,1
197005,B,19,3,M,Single,6,444,0
107917,A,3,3,M,Single,12,527,1
100438,B,24,3,M,Married,9,401,0
102613,C,43,3,F,Married,5,132,0
121214,B,39,3,M,Married,4,555,1
185503,B,17,3,M,Single,2,586,1
142715,B,37,3,M,Married,14,285,0
147765,C,47,3,M,Married,11,70,0
172462,C,48,3,F,Married,7,178,0
183014,B,36,3,F,Married,4,447,0
187419,B,19,3,M,Single,9,492,0
102966,B,34,3,F,Married,1,325,0
109063,C,51,3,F,Married,10,73,0
164359,B,17,3,M,Married,5,585,1
160535,A,0,3,M,Single,10,1020,1
184943,A,6,3,F,Married,13,308,0
107099,B,31,3,F,Single,2,694,1
119649,B,7,3,F,Single,2,436,0
193377,B,37,3,M,Single,3,725,1
164070,B,31,3,F,Married,8,337,0
174658,B,13,3,M,Married,5,676,1
194202,A,0,3,F,Married,2,479,0
121330,B,27,3,M,Single,14,358,0
143394,C,50,3,M,Married,7,195,0
142176,B,25,3,F,Single,7,404,0
134795,A,0,3,F,Married,15,110,0
183636,C,46,3,M,Single,6,52,0
143074,A,2,3,F,Single,10,622,1
126286,C,44,3,M,Single,15,242,0
174937,A,4,3,M,Single,13,457,0
162843,C,42,3,M,Married,8,327,0
162389,B,29,3,M,Single,1,382,0
136239,A,2,3,M,Single,8,724,1
124322,B,41,3,F,Married,11,311,0
120210,A,6,3,F,Married,15,295,0
162461,C,51,3,M,Single,7,368,0
149049,A,2,3,F,Single,15,605,1
141061,B,40,3,M,Married,6,384,0
145380,A,0,3,F,Single,15,323,0
151329,C,48,3,F,Single,4,194,0
162473,A,1,3,M,Married,14,686,1
108227,C,48,3,M,Single,11,81,0
180183,C,49,3,F,Single,6,115,0
121400,B,5,3,M,Single,7,449,0
177289,C,52,3,M,Married,12,126,0
117437,C,44,3,F,Married,2,107,0
118355,A,0,3,M,Single,11,945,1
109550,C,42,3,F,Married,11,121,0
118368,B,13,3,F,Married,12,232,0
155289,A,7,3,F,Married,12,149,0
102874,A,6,3,F,Married,13,205,0
187105,B,32,3,M,Married,1,652,1
149661,B,31,3,M,Married,4,587,1
102726,C,44,3,F,Married,9,173,0
184701,A,7,3,F,Single,11,559,1
159778,B,10,3,M,Married,6,346,0
124779,A,6,3,M,Single,14,647,1
191823,B,20,3,M,Married,4,658,1
140894,A,0,3,M,Single,12,742,1
133452,A,0,3,M,Married,14,415,0
141603,C,39,3,M,Married,14,231,0
151058,C,47,3,M,Single,3,272,0
163060,B,25,3,F,Single,10,382,0
127607,C,48,3,M,Married,6,324,0
123300,C,51,3,M,Married,7,224,0
189749,A,5,3,M,Single,9,630,1
171552,A,0,3,F,Single,15,204,0
158063,A,3,3,F,Married,13,471,0
110604,A,4,3,F,Married,15,224,0
132375,B,36,3,M,Married,7,388,0
189413,B,39,3,F,Single,4,587,1
175438,B,27,3,F,Married,11,245,0
124577,B,31,3,M,Single,2,590,1
128756,A,0,3,F,Single,15,456,0
144482,A,7,3,M,Single,9,790,1
113553,B,38,3,F,Single,14,315,0
114230,A,0,3,F,Married,13,243,0
154782,B,22,3,M,Married,3,546,1
185039,A,0,3,F,Single,14,361,0
198404,B,29,3,F,Single,1,700,1
154644,A,6,3,M,Married,10,338,0
121497,A,0,3,M,Single,11,564,1
173740,A,4,3,M,Married,15,547,1
126746,B,23,3,M,Married,9,361,0
108959,C,40,3,M,Single,0,649,1
118256,A,3,3,F,Single,12,299,0
109730,B,8,3,M,Single,6,456,0
138205,C,45,3,F,Single,10,99,0
143239,A,5,3,M,Single,6,1169,1
131704,A,1,3,F,Married,11,237,0
192747,A,3,3,F,Married,14,186,0
174281,A,2,3,F,Single,8,470,0
183395,A,0,3,F,Married,10,400,0
159166,C,43,3,M,Married,13,218,0
193108,A,6,3,F,Single,15,298,0
167137,C,52,3,M,Single,6,386,0
139973,B,32,3,F,Married,2,366,0
196147,C,40,3,M,Single,4,275,0
130691,B,21,3,F,Single,15,355,0
143916,B,13,3,M,Married,11,184,0
145461,C,50,3,M,Single,14,336,0
164588,C,49,3,M,Single,11,99,0
190557,A,6,3,F,Married,14,128,0
146977,A,0,3,F,Single,15,578,1
148543,A,7,3,M,Single,12,1189,1
149532,B,27,3,F,Married,13,305,0
101265,B,14,3,F,Single,9,373,0
194646,C,51,3,F,Single,10,101,0
143383,B,21,3,F,Single,12,341,0
169410,A,3,3,F,Single,15,360,0
142398,B,27,3,F,Married,10,324,0
175308,B,24,3,M,Married,0,529,1
175994,A,1,3,M,Single,7,723,1
116750,C,46,3,F,Married,0,265,0
126985,A,0,3,F,Single,14,262,0
193882,C,43,3,F,Married,10,350,0
108840,B,36,3,M,Married,12,335,0
164342,A,5,3,M,Single,11,837,1
196348,C,46,3,M,Married,6,121,0
190832,A,1,3,M,Single,13,812,1
107934,B,10,3,M,Married,10,349,0
196040,A,0,3,M,Single,14,560,1
157434,B,23,3,F,Married,0,585,1
125626,A,0,3,F,Single,11,365,0
197757,A,8,3,M,Single,6,795,1
124866,C,48,3,F,Single,9,233,0
172677,B,31,3,M,Married,10,369,0
103549,B,38,3,M,Married,1,410,0
190851,A,3,3,F,Married,11,461,0
188882,C,45,3,F,Married,9,105,0
179485,C,44,3,F,Married,1,442,0
134360,C,52,3,M,Married,15,30,0
123068,C,44,3,F,Married,12,131,0
158150,C,45,3,F,Single,11,112,0
157994,A,1,3,M,Single,14,498,0
103308,B,25,3,M,Single,11,176,0
102026,C,44,3,F,Married,4,454,0
177155,C,43,3,M,Single,7,141,0
183329,B,10,3,F,Single,5,687,1
146039,B,12,3,F,Single,2,783,1
106044,C,50,3,F,Married,5,291,0
190171,B,13,3,F,Married,6,297,0
131408,B,6,3,F,Married,9,303,0
196681,A,4,3,M,Married,11,605,1
163671,A,1,3,M,Married,11,326,0
113304,C,41,3,M,Married,2,264,0
199880,B,29,3,F,Single,3,413,0
164795,C,42,3,F,Married,13,187,0
195104,A,8,3,M,Married,13,152,0
198620,A,4,3,M,Single,14,662,1
196341,B,8,3,M,Married,5,453,0
118521,B,36,3,F,Married,5,538,1
179908,A,3,3,F,Single,12,731,1
138789,B,25,3,M,Married,1,541,1
153355,B,23,3,M,Single,12,305,0
185715,A,0,3,F,Married,10,443,0
163256,B,16,3,F,Married,11,172,0
125676,B,29,3,M,Single,7,479,0
185641,C,43,3,M,Married,9,119,0
148567,A,0,3,F,Single,6,681,1
174512,A,4,3,F,Single,10,744,1
119335,C,51,3,M,Single,13,51,0
161149,B,17,3,F,Married,6,296,0
133194,B,17,3,F,Single,11,382,0
191616,B,11,3,M,Single,13,264,0
119996,C,46,3,M,Single,4,695,1
124503,B,29,3,F,Single,6,446,0
151066,B,40,3,M,Single,15,383,0
104152,C,44,3,M,Married,12,125,0
192260,B,24,3,F,Married,14,166,0
183710,C,43,3,F,Married,11,48,0
178033,C,46,3,F,Single,4,90,0
141586,B,11,3,M,Married,9,355,0
128930,B,9,3,M,Married,1,450,0
128697,B,15,3,M,Single,1,653,1
181119,C,43,3,M,Single,15,278,0
128446,B,27,3,M,Single,3,647,1
149558,C,51,3,F,Single,10,164,0
192845,A,1,3,M,Married,14,595,1
170141,B,28,3,M,Married,8,369,0
190916,C,42,3,F,Single,11,44,0
198566,A,4,3,F,Married,8,451,0
178536,C,47,3,M,Married,13,172,0
100612,B,23,3,F,Married,2,375,0
187674,A,4,3,F,Single,11,426,0
118395,C,52,3,M,Single,8,355,0
144197,B,28,3,F,Single,10,429,0
114755,B,34,3,F,Single,2,619,1
108103,C,49,3,F,Married,6,263,0
169843,A,4,3,M,Married,9,495,0
194622,C,43,3,M,Married,10,98,0
113214,C,51,3,M,Married,1,172,0
134522,A,2,3,M,Single,13,1095,1
155734,A,0,3,F,Single,14,647,1
139408,B,17,3,F,Single,13,239,0
172043,B,19,3,F,Married,11,170,0
119367,A,6,3,M,Married,14,196,0
102188,B,32,3,M,Single,12,356,0
119203,C,41,3,F,Married,11,22,0
193376,C,45,3,F,Married,12,67,0
105725,C,41,3,M,Single,5,403,0
183668,A,4,3,F,Single,15,798,1
140233,A,5,3,F,Married,13,132,0
108147,C,48,3,F,Married,0,627,1
195819,A,0,3,M,Single,5,1610,1
106125,A,3,3,F,Single,7,502,1
110744,A,0,3,M,Single,6,689,1
122816,A,2,3,F,Single,14,180,0
159762,A,0,3,F,Married,13,192,0
151742,B,35,3,F,Single,12,300,0
162489,B,25,3,F,Single,12,377,0
129073,B,30,3,F,Single,6,431,0
136200,A,4,3,F,Married,15,333,0
113344,A,7,3,F,Single,8,372,0
137285,A,5,3,F,Single,13,310,0
180074,A,5,3,F,Married,10,365,0
107444,B,15,3,F,Married,0,684,1
115679,C,43,3,F,Single,2,440,0
183760,A,3,3,F,Single,6,803,1
145288,A,0,3,M,Married,12,269,0
186700,A,2,3,M,Married,6,737,1
173455,B,36,3,F,Married,14,270,0
191349,A,5,3,F,Single,11,591,1
194371,B,17,3,M,Married,11,319,0
187022,B,28,3,F,Single,8,496,0
108323,C,49,3,F,Single,12,44,0
181341,A,3,3,F,Married,12,403,0
123294,A,4,3,M,Married,4,704,1
173754,B,39,3,M,Single,15,336,0
121398,A,4,3,M,Married,0,595,1
182742,A,0,3,M,Single,9,1087,1
171657,C,48,3,F,Married,6,311,0
112521,B,40,3,M,Married,9,343,0
147734,C,47,3,M,Single,10,393,0
139131,B,37,3,M,Single,1,606,1
175846,B,10,3,F,Single,5,587,1
140156,A,5,3,M,Married,14,166,0
195517,A,3,3,F,Married,12,278,0
103237,A,5,3,M,Single,15,779,1
106880,B,15,3,M,Married,12,203,0
157165,B,23,3,M,Single,12,410,0
114391,B,32,3,M,Single,9,547,1
192033,C,48,3,F,Single,8,250,0
167179,B,8,3,F,Married,6,290,0
184259,A,0,3,M,Married,15,639,1
110686,B,9,3,F,Single,10,431,0
178340,B,35,3,F,Married,4,392,0
166753,A,4,3,F,Married,13,290,0
133523,B,12,3,M,Married,8,344,0
131728,B,28,3,F,Single,9,375,0
179724,C,49,3,F,Single,8,82,0
140553,C,50,3,M,Married,12,87,0
180357,A,1,3,F,Married,14,96,0
159690,B,36,3,M,Single,13,380,0
102033,C,39,3,F,Married,5,173,0
196319,A,6,3,F,Married,13,190,0
187870,A,4,3,M,Single,11,285,0
104773,C,49,3,M,Married,13,184,0
111259,A,0,3,F,Single,12,382,0
170381,A,3,3,F,Single,11,299,0
151417,C,44,3,M,Married,5,112,0
166146,A,0,3,M,Married,12,507,1
173734,B,14,3,F,Single,11,261,0
199881,C,48,3,M,Single,3,390,0
178830,C,44,3,F,Single,12,145,0
105578,C,51,3,M,Married,12,42,0
116259,A,1,3,F,Single,13,688,1
196809,C,46,3,M,Single,0,92,0
110636,A,8,3,F,Married,15,218,0
185180,A,8,3,F,Married,15,177,0
114113,C,53,3,F,Single,7,238,0
157800,B,30,3,M,Single,8,465,0
144616,C,51,3,M,Married,4,384,0
192647,B,42,3,F,Single,9,379,0
143877,B,36,3,M,Married,2,479,0
136311,A,2,3,F,Single,15,302,0
124091,B,19,3,M,Single,13,333,0
169688,C,47,3,F,Single,4,568,1
173688,B,10,3,M,Married,10,337,0
139647,A,3,3,M,Married,13,508,1
142851,A,8,3,M,Single,12,290,0
199690,A,0,3,F,Married,14,195,0
165014,A,7,3,M,Single,15,1261,1
151556,C,42,3,M,Single,9,51,0
189637,B,32,3,M,Married,9,376,0
107562,B,22,3,M,Single,11,235,0
175149,A,0,3,F,Single,6,699,1
175068,A,7,3,F,Single,12,462,0
189685,A,7,3,M,Married,13,301,0
126289,B,21,3,M,Single,8,385,0
194049,B,39,3,M,Married,14,147,0
112018,A,4,3,F,Married,13,248,0
186854,B,22,3,F,Married,8,303,0
171787,B,39,3,F,Single,14,206,0
132753,B,7,3,F,Married,12,201,0
112790,B,23,3,M,Single,11,350,0
147395,B,34,3,F,Married,15,306,0
160040,A,4,3,M,Single,12,457,0
139461,C,46,3,F,Married,7,96,0
147312,A,5,3,F,Single,9,811,1
116611,B,38,3,F,Married,5,343,0
120578,B,22,3,M,Single,9,489,0
161585,B,20,3,F,Single,0,763,1
131246,C,44,3,M,Married,15,125,0
108303,B,23,3,F,Married,15,306,0
109822,A,0,3,F,Single,12,649,1
198858,C,47,3,M,Single,13,50,0
182396,A,3,3,F,Married,12,241,0
188370,B,34,3,M,Single,12,222,0
157969,C,43,3,F,Married,2,134,0
173661,B,22,3,M,Married,11,248,0
133688,C,44,3,F,Married,4,442,0
193687,B,36,3,F,Married,5,594,1
130563,C,45,3,F,Married,4,202,0
191517,B,36,3,F,Married,0,325,0
134800,A,6,3,F,Single,11,295,0
173308,C,50,3,F,Single,1,165,0
161894,B,22,3,F,Single,8,437,0
130536,B,41,3,M,Married,10,340,0
173041,B,26,3,M,Single,9,472,0
174654,B,10,3,M,Married,8,349,0
160180,B,9,3,M,Married,13,175,0
157998,C,43,3,M,Married,1,577,1
176252,B,15,3,F,Single,6,381,0
125506,A,0,3,F,Single,9,904,1
136770,C,46,3,M,Married,0,470,0
125637,A,2,3,M,Married,12,243,0
121055,B,11,3,F,Married,7,348,0
155691,B,17,3,M,Single,11,396,0
130215,B,25,3,F,Married,3,622,1
105608,C,51,3,M,Married,8,322,0
187002,B,39,3,F,Married,2,687,1
120262,C,46,3,M,Single,9,209,0
124621,A,0,3,F,Single,9,689,1
164800,B,30,3,F,Married,5,354,0
120285,A,3,3,M,Married,11,333,0
157097,A,0,3,M,Married,8,585,1
195104,A,0,3,M,Single,13,392,0
171701,B,39,3,M,Single,8,422,0
119624,A,3,3,M,Married,11,367,0
128195,C,45,3,M,Single,8,137,0
106502,A,0,3,M,Single,13,425,0
